well_id,original_id,name,country,admin_1,admin_2,admin_3,admin_4,locality,latitude,longitude,elevation,yield,well_depth,operation_status,drilling_end_date,source_1,source_2,source_3,last_update,first_struck_level,second_struck_level,third_struck_level,fourth_struck_level,fifth_struck_level,water_rest_level,ec,ph,temperature
,,,Kenya,Marsabit,,,,Palm Shade Hotel,3.322715224577162,37.06720757194845,372,,,Operational,,,,,,,,,,,2.1,1056,8.64,30.1
,,,Kenya,Marsabit,,,,First Born C.School,3.326669537472536,37.06415,382,,,Operational,,,,,,,,,,,3.4,,,
,,,Kenya,Marsabit,,,,Sona Bonaya,3.3253459748638337,37.06239822869148,378,,,Operational,,,,,,,,,,,1.6,,,
,,,Kenya,Marsabit,,,,Halemar Girls,3.3235454701124065,37.05721968659197,383,,,Operational,,,,,,,,,,,4.45,,,
,,,Kenya,Marsabit,,,,Halemar Memorial Girls,3.3247391975943947,37.05732530985581,384,,,Operational,,,,,,,,,,,3.3,,,
,,,Kenya,Marsabit,,,,Manyatta Power,3.333503577501334,37.05421326920989,385,,,Operational,,,,,,,,,,,5.1,,,
,,,Kenya,Marsabit,,,,Nhorr Girls Sec,3.3280440091624395,37.05049938815619,389,,,Operational,,,,,,,,,,,3.51,,,
,,,Kenya,Marsabit,,,,Halindaya Pry Sch,3.332453387316298,37.04898827167398,380,,,Operational,,,,,,,,,,,5.63,,,
,,,Kenya,Marsabit,,,,Helenderidiko Spring,3.321738205247053,37.05320174827037,386,,,,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Koncholla Sushe,3.3209480430396607,37.069766058520806,378,,,Operational,,,,,11/13/2014,,,,,,4.4,,,
,,,Kenya,Marsabit,,,,Andani Giribe,3.321031413850541,37.07078251903204,373,,,Operational,,,,,,,,,,,3.69,,,
,,,Kenya,Marsabit,,,,Dirimdiba Manyatta,3.321945163207812,36.89050633,383,,,Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Dr Bodana Godana,3.323310895,37.07125491593594,381,,,Operational,,,,,,,,,,,4.35,,,
,,,Kenya,Marsabit,,,,Kurfa Tula,3.323372157190564,37.07022018,374,,,Operational,,,,,,,,,,,3.26,,,
,,,Kenya,Marsabit,,,,Dirimdiba Manyatta,3.323841008024075,37.06954451596077,376,,,Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Sesi Manyatta,3.3244196150435283,37.069507404031405,375,,,Operational,,,,,,,,,,,3.8,,,
,,,Kenya,Marsabit,,,,Down Town Hotel,3.324317556048833,37.06818509037311,376,,,Operational,,,,,,,,,,,3,,,
,,,Kenya,Marsabit,,,,Dokoyatani,3.3251025853880565,37.06736486429865,374,,,Operational,,,,,,,,,,,2,,8.65,29.5
,,,Kenya,Marsabit,,,,Police Station,3.323554752133442,37.06651319476311,374,,,Operational,,,,,,,,,,,1.39,,,
,,,Kenya,Marsabit,,,,Motherland,3.324530826463533,37.066286376954565,371,,,Operational,,,,,,,,,,,2.46,,,
,,,Kenya,Marsabit,,,,Water Users Ass.,3.3230216914871407,37.06672115586939,368,,,Operational,,,,,,,,,,,2.85,,,
,,,Kenya,Marsabit,,,,Mazingira Women Group,3.322586516270681,37.066128223951445,363,,,Operational,,,,,,,,,,,2.83,,,
,,,Kenya,Marsabit,,,,Ruso Pry Sch,3.3179800084135125,37.07320853712767,368,,,Operational,,,,,11/14/2014,,,,,,,2060,8.55,28.8
,,,Kenya,Marsabit,,,,Tuye Habana,3.322842075432856,37.06734227496329,367,,,Operational,,,,,,,,,,,1.36,,,
,,,Kenya,Marsabit,,,,Bonaya Diba,3.319675066,37.070749165354336,383,,,Operational,,,,,,,,,,,3,,,
,,,Kenya,Marsabit,,,,Dubu Nguyo,3.319166518029446,37.06962557207701,377,,,Operational,,,,,,,,,,,2.2,,,
,,,Kenya,Marsabit,,,,Nomadic Women Group,3.318620866139044,37.06802523,380,,,Operational,,,,,,,,,,,2.9,,,
,,,Kenya,Marsabit,,,,Yatan Rasha,3.319489606027189,37.06839240527283,380,,,Operational,,,,,,,,,,,2.4,,,
,,,Kenya,Marsabit,,,,Kimanzi Godana,3.3210912470023666,37.06901905797896,380,,,Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Nhorr Mixed Pry,3.3184482301729634,37.07220900197621,369,,,Not Operational,,,,,,,,,,,4.5,,,
,,,Kenya,Marsabit,,,,Nhorr Mosque,3.3241334910683085,37.07114536,377,,,Operational,,,,,,,,,,,4.5,,,
,,,Kenya,Marsabit,,,,Mandera Hotel,3.3236654152419365,37.07221687316012,371,,,Operational,,,,,,,,,,,5.22,,,
,,,Kenya,Marsabit,,,,Abdil Kadir Ali,3.326462595836146,37.07386683664914,371,,,Operational,,,,,,,,,,,3.4,,,
,,,Kenya,Marsabit,,,,Galgalo Bonaya,3.324274359,37.073817103796245,372,,,Operational,,,,,,,,,,,3.38,,,
,,,Kenya,Marsabit,,,,Abdul Turo,3.322942790138303,37.07258714030446,372,,,Operational,,,,,,,,,,,5.45,,,
,,,Kenya,Marsabit,,,,Jarso Godana,3.321970876243163,37.06572457360179,368,,,Operational,,,,,,,,,,,2.38,,,
,,,Kenya,Marsabit,,,,Guyo Idho,3.3209910181713176,37.07323868777392,372,,,Operational,,,,,,,,,,,5.63,,,
,,,Kenya,Marsabit,,,,Huko Godana,3.321314868229671,37.07239237232082,372,,,Operational,,,,,,,,,,,4.95,,,
,,,Kenya,Marsabit,,,,Balalesa Catholic W.G.,3.6145885605027206,37.35177483775694,476,,,Not Operational,,,,,11/15/2014,,,,,,,,,
,,,Kenya,Marsabit,,,,Ririba Women Group,3.6131194293053928,37.34950928824167,477,,,Not Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Ririba Women Group,3.611345817951056,37.34888243866347,474,,,Operational,,,,,,,,,,,11.81,876,3.54,33.3
,,,Kenya,Marsabit,,,,Balalesa Nomadic W.G.,3.606798938,37.34493933383947,472,,,Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Balesa Pry Sch,3.606373285,37.34459807700848,475,,,Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Tausi Women Group,3.6063724299570152,37.344130041883055,474,,,Not Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Balesa,3.6056135180966553,37.33957706795413,474,8,,Operational,,,,,,,,,,,,967,5.58,33.4
,,,Kenya,Marsabit,,,,Bura Misingo,3.869847266715114,37.53656036,661,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Bura Rata,3.887184703175041,37.54187014253691,678,7,,Operational,,,,,,,,,,,,770,7.67,30
,,,Kenya,Marsabit,,,,Rawana(3),3.3306135267785413,38.46747617228581,611,,,Dry,,,,,11/20/2014,,,,,,,,,
,,,Kenya,Marsabit,,,,Rawana(2),3.334475632375847,38.466006852116486,615,,,Not Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Rawana(1),3.337497072635025,38.465771182015146,614,6,,Operational,,,,,,,,,,,,1756,7.79,30.8
,,,Kenya,Marsabit,,,,Furore (Eldimtu),3.653734329494213,38.06424033939147,852,,,Dry,,,,,11/21/2014,,,,,,,,,
,,,Kenya,Marsabit,,,,Furore,3.697240237126941,37.97099415066144,903,,,Not Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Furore Original,3.697842400112344,37.96766201,911,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Furore,3.697534854554818,37.96766236299869,908,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Furore,3.7116719779420224,37.959173177220855,910,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Furore,3.7096502502781097,37.94768645128213,911,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Furore,3.701732787287959,37.93035435581184,925,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Furore Yielding,3.727775363402688,37.94611624167276,890,8,,Operational,,,,,,,,,,,,1155,8.15,27
,,,Kenya,Marsabit,,,,Diba Njiro(2),3.5734931979519926,38.17125201872923,801,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Diba Njiro(1),3.501057825671834,38.23013009918213,754,8,,Operational,,,,,,,,,,,,3126,8.28,30.7
,,,Kenya,Marsabit,,,,Turbi(2),3.324926950132134,38.38119234055216,734,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Turbi(1),3.316261395,38.382745940537085,703,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Burgabo(5),3.1833062489692265,38.155734657642576,636,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Burgabo(4),3.1767800867593228,38.15092523110752,632,,,Dry,,,,,,,,,,,,,,
,C4192,,Kenya,Marsabit,,,,Burgabo(3),3.1820453473368064,38.15148789670581,632,10,,Operational,,,,,,,,,,,,2803,8.47,26.9
,,,Kenya,Marsabit,,,,Burgabo(2),4.083935409155757,38.15069906908784,633,,,Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Burgabo(1),3.1765242586358715,38.15884500393672,632,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Idido/Turbi,3.4964570243565936,38.111877650194856,781,,,Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Walda(6),3.4537426331907355,38.50987419785595,634,4,,Not Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Walda(5),3.461103863181983,38.50461282631764,636,3,,Not Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Walda(4),3.457352745591867,38.51083563387775,636,6,,Not Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Walda Chinese(4),3.4670838853879715,38.52251626972251,643,18,,Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Walda Chinese(3),3.4647038731362776,38.52105901264114,644,18,,Operational,,,,,,,,,,,,2110,2.76,30.1
,,,Kenya,Marsabit,,,,Walda(3),3.455798955661121,38.51517572365665,638,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Walda Chinese(2),3.4633458067872835,38.51896205104645,645,20,,Collapsed,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Walda Chinese(1),3.462594617166624,38.51834123999702,644,,,Not Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Walda(2),3.458233446711985,38.51701104060167,645,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Walda(1),3.456885011111261,38.516066439397406,643,28,,Not Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Turbi Chinese,3.189041484251076,38.29981633868126,599,5,,Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Bombisa (93Km),3.172645188609676,38.29352755979909,597,,,Not Operational,,,,,11/22/2014,,,,,,,,,
,,,Kenya,Marsabit,,,,Kambi Nyoka,3.224201913553421,38.322392050451896,625,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Bombisa (85Km),3.060240190178512,38.23519161372844,584,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Bombisa (87Km),3.070900615244572,38.24070030008282,593,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Bombisa (90Km),3.119313007424523,38.26158903222236,604,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Kambi Nyoka (73),2.9306345825720213,38.17208263081535,524,12,,Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Bombisa (61Km),2.8548572880294407,38.11460285089845,508,8,,Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Deguku Bombisa,2.830943219249091,38.10750479402962,507,20,,Operational,,,,,,,,,,,,2730,5.45,34.7
,,,Kenya,Marsabit,,,,Bombisa,2.7613201141581096,38.08894467133664,525,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Turbi Bh,3.2572916987142224,38.34678862596186,634,,,Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Sololo Catholic Hosp.(2),3.557740010829669,38.64077038,704,,,Operational,,,,,,,,,,,,2010,2.29,30
,,,Kenya,Marsabit,,,,"Sololo
Catholic Hosp.(1)",3.557025297223789,38.64072564092536,703,,,Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Badanot,3.5977898945244955,38.53993538314055,737,3,,Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Rataka(Uran),3.5970761283376835,38.524151609225626,713,3,,Operational,,,,,,,,,,,,2458,4.53,30.1
,,,Kenya,Marsabit,,,,Uran(1),3.617287832475928,38.54463482,747,15,,Operational,,,,,,,,,,,,1054,7.23,28.5
,,,Kenya,Marsabit,,,,Anona(2),3.6002814658391507,38.62697736034577,705,,,Not Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Anona(1),3.595452956439275,38.63303012260838,706,,,Not Operational,,,,,,,,,,,29.86,,,
,,,Kenya,Marsabit,,,,Sololo-Ramata,3.566635204982671,38.646439389497246,695,,,Saline,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Goda-Loko,3.5890012907017783,38.67735101,737,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Madwadi,3.576520623638537,38.688709460719984,716,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Waye- Godda(2),3.611178226226305,38.686455623976826,787,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Waye- Godda(1),3.6088733740146526,38.69254336,774,,,Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Malka Dulasha,3.5689498850918016,38.66712053665252,681,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Sololo Pry Sch,3.560336113574806,38.63994102498111,715,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Sololo Pry Sch (2),3.560182325315316,38.63995909237224,715,,,Not Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Sololo Boys Sec,3.552673761815491,38.64064629094129,710,,,Not Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Ramore(2),3.559727389,38.65680544309699,684,,,Not Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Ramore(3),3.6079368715806406,38.654446355737726,689,,,Not Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Ramore(1),3.569533899762536,38.65621655,687,,,Not Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Golore(3),3.5928013463199484,38.58860486043489,729,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Golore(1),3.593181463285531,38.58894684593941,727,2,,Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Golore(2),3.603675292635657,38.58813176481868,732,5,,Operational,,,,,,,,,,,74.1,927,7.9,28.9
,,,Kenya,Marsabit,,,,Malpebali(3),3.039938855657438,38.84385287594254,522,10,,Operational,,,,,,,,,,,,3510,7.55,30.8
,,,Kenya,Marsabit,,,,Malpebali(2),3.0397043849842054,38.84911749571326,525,,,Not Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Malpebali(1),3.034022783743546,38.84863232488253,523,,,Saline,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Kobo,3.3609298268196346,38.81261204837428,618,2,,Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,DF town,3.508838052538035,38.73699930093797,658,,,Not Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Sololo Makutano,3.508832062653045,38.638196229944285,668,2,,Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Rafeni,3.369779616,38.63015582564599,618,,,Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Kate-Chinese,3.344090969441152,39.06770382719873,682,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Kate,3.4787311115132016,38.06931438653653,704,,,Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Bori Village(1),3.507263856252908,38.95777359790972,713,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Bori Village(2),3.507824773761906,38.95789061825293,716,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Bori Village(3),3.519260907192813,38.98115543825953,746,,,Not Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Sololo C. Church,3.5579469985242924,38.63799713009293,730,,,Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Kenisa(2),3.480640633850927,39.12239001044758,768,20,,Operational,,,,,12/17/2014,,,,,,,2202,2.46,29.7
,,,Kenya,Marsabit,,,,Kenisa(1),3.4818078978116658,39.12079658849651,770,,,Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Odda(6),3.4845585159725903,39.44795371306861,805,,,Operational,,,,,,,,,,,,1610,,28.7
,,,Kenya,Marsabit,,,,Odda(5),3.4891662911034027,39.09254514130474,796,,,Not Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Odda(4),3.487012100047824,39.10229549571754,785,18,,Not Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Odda(2),3.4850034920720128,39.103951880616975,783,45,,Operational,,,,,,,,,,,33,,,
,,,Kenya,Marsabit,,,,Odda(3),3.4838547529240307,39.10189901120066,786,8,,Operational,,,,,,,,,,,,3541,7.33,28.5
,,,Kenya,Marsabit,,,,Odda(1),3.478037612268367,39.10136719696381,781,,,Operational,,,,,,,,,,,,1637,4.01,29.5
,,,Kenya,Marsabit,,,,Ware Sataka,3.413620988979757,39.17829648703746,711,,,Operational,,,,,,,,,,,,5100,6.6,30.8
,,,Kenya,Marsabit,,,,Yambero Pry Sch,3.4544053755566373,39.17419870533768,747,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Meti-Debel,3.1340253130462075,39.25952652585816,637,6,,Not Operational,,,,,12/18/2014,,,,,,,,,
,,,Kenya,Marsabit,,,,Mansile(2),3.507763486489284,39.12178128781967,777,6,,Not Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Mansile(1),3.492329841392991,39.11819596717614,767,,,Not Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Nana(2),3.468124103566275,39.240274715352434,747,,,Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Nana(1),3.4661057341664323,39.24382139833228,748,,,Not Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Godoma Madito,3.4585794621559782,39.27410537556295,771,,,Not Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Kolomba(1),3.276210063166229,39.08391065568061,632,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Odda(12),3.490397156270592,39.08757542580153,791,,,Not Operational,,,,,12/19/2014,,,,,,,,,
,,,Kenya,Marsabit,,,,Odda(10),3.4813307452845303,39.10101642263562,781,,,Collapsed,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Odda(9),3.4846694316338658,39.09764955588122,785,,,Collapsed,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Odda(8),3.4877368420698702,39.09283310709397,778,,,Not Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Ilado-Debel,3.417769689311178,39.14780539096127,727,,,Not Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Missa-Debel,3.335328011920033,39.18171192221107,677,20,,Operational,,,,,,,,,,,,750,4.5,32.4
,,,Kenya,Marsabit,,,,Meti-Debel(4),3.152717947761707,39.25288901,637,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Dera-Debel(2),3.1580973973789934,39.18364231348008,656,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Dera-Debel(1),3.1584393257268952,39.27386993069885,684,2,,Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Dabel-meti(3),3.133564068570602,39.25892341074301,640,6,,Not Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Dabel-meti(2),3.135499578984224,39.261074895685006,644,6,,Operational,,,,,,,,,,,,1166,4.53,32.3
,,,Kenya,Marsabit,,,,Dabel-Qubi,3.145816690371086,39.24637124395249,626,6,,Not Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Godoma,3.4715050729809214,39.310886514570456,779,,,Operational,,,,,,,,,,,,2047,4.43,32.7
,,,Kenya,Marsabit,,,,Odda Military Camp,3.458424492410171,39.09456782721072,774,,,Operational,,,,,,,,,,,,2280,3.4,32.5
,,,Kenya,Marsabit,,,,Warmuru- Funanyatta,3.382260123137711,39.069353884118506,754,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Funanyata Silanga,3.340372839168447,39.06495798257895,670,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Kilkile- Funanyatta,3.3714964450812395,39.02150631377909,664,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Garsa- Funanyatta,3.339370032920581,39.03818618641312,607,,,Dry,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Kolomba(2),3.290812225463436,39.08034728738994,625,4,,Operational,,,,,,,,,,,,1624,8,30.2
,,,Kenya,Marsabit,,,,Odda Chinese(1),3.463155798,39.09712516711496,767,,,Operational,,,,,,,,,,,,,,
,,,Kenya,Marsabit,,,,Odda Chinese(2),3.4584151351500747,39.09761985052122,771,,,Operational,,,,,,,,,,,,,,
