well_id,original_id,name,country,admin_1,admin_2,admin_3,admin_4,locality,latitude,longitude,elevation,yield,well_depth,operation_status,drilling_end_date,source_1,source_2,source_3,last_update
,3784326345,Koyoo,,,,,,,-0.14933,34.85021,,,,,,,,,7/4/2005
,3784326346,Kajowi,,,,,,,-0.14936,34.8708,,,,,,,,,7/4/2005
,3784326347,Oswes,,,,,,,-0.14946,34.85416,,,,,,,,,7/4/2005
,3784326348,Kayogo,,,,,,,-0.14951,34.81585,,,,,,,,,7/4/2005
,3784326349,Kokal,,,,,,,-0.14959,34.8501,,,,,,,,,7/4/2005
,3784326350,Kowili,,,,,,,-0.14976,34.81195,,,,,,,,,7/4/2005
,3784326351,Karichard,,,,,,,-0.1498,34.83152,,,,,,,,,7/4/2005
,3784326352,Protus,,,,,,,-0.14984,34.8375,,,,,,,,,7/4/2005
,3784326353,Konyango,,,,,,,-0.14986,34.85271,,,,,,,,,7/4/2005
,3784326354,Jarabuor,,,,,,,-0.14988,34.82621,,,,,,,,,7/4/2005
,3784326355,Kajim,,,,,,,-0.15012,34.83171,,,,,,,,,7/4/2005
,3784326356,Kapaul,,,,,,,-0.15018,34.834,,,,,,,,,7/4/2005
,3784326657,Katobias,,,,,,,-0.15019,34.83825,,,,,,,,,7/4/2005
,3784326658,Kosimbo,,,,,,,-0.1502,34.85415,,,,,,,,,7/4/2005
,3784326659,Kodongo,,,,,,,-0.15025,34.84715,,,,,,,,,7/4/2005
,3784326660,Ka Mama Dady,,,,,,,-0.1503,34.82615,,,,,,,,,7/4/2005
,3784326661,Kagias,,,,,,,-0.15032,34.85653,,,,,,,,,7/4/2005
,3784326662,Ambuso,,,,,,,-0.15036,34.85208,,,,,,,,,7/4/2005
,3784326664,Kaliech,,,,,,,-0.15046,34.84968,,,,,,,,,7/4/2005
,3784326665,Rashid,,,,,,,-0.15049,34.84965,,,,,,,,,7/4/2005
,3784326666,Onyango,,,,,,,-0.15053,34.92765,,,,,,,,,7/4/2005
,3784326668,Kapius,,,,,,,-0.15057,34.81206,,,,,,,,,7/4/2005
,3784326669,Owalla,,,,,,,-0.15057,34.81219,,,,,,,,,7/4/2005
,3784326670,Riaga,,,,,,,-0.14955,34.80787,,,,,,,,,7/4/2005
,3784326671,Kowemga,,,,,,,-0.15065,34.8568,,,,,,,,,7/4/2005
,3784326673,Koyoo,,,,,,,-0.15075,34.87116,,,,,,,,,7/4/2005
,3784326674,Oulo,,,,,,,-0.15079,34.8153,,,,,,,,,7/4/2005
,3784326675,Kafredrick,,,,,,,-0.15084,34.8356,,,,,,,,,7/4/2005
,3784326676,Kanyarach,,,,,,,-0.15085,34.85469,,,,,,,,,7/4/2005
,3784326677,Kamolo,,,,,,,-0.15086,34.82942,,,,,,,,,7/4/2005
,3784326679,Kosodo,,,,,,,-0.15092,34.80306,,,,,,,,,7/4/2005
,3784326680,Eva,,,,,,,-0.15098,34.85355,,,,,,,,,7/4/2005
,3784326681,Kapida,,,,,,,-0.15106,34.83727,,,,,,,,,7/4/2005
,3784326682,George,,,,,,,-0.15106,34.83665,,,,,,,,,7/4/2005
,3784326683,Kahongo,,,,,,,-0.15125,34.85198,,,,,,,,,7/4/2005
,3784326684,Kamary,,,,,,,-0.15131,34.83432,,,,,,,,,7/4/2005
,3784326685,Okals,,,,,,,-0.15134,34.85622,,,,,,,,,7/4/2005
,3784326686,Kambuso,,,,,,,-0.15146,34.85448,,,,,,,,,7/4/2005
,3784326687,Watershed,,,,,,,-0.15149,34.8278,,,,,,,,,7/4/2005
,3784326689,Nazarene Cbo,,,,,,,-0.15153,34.81194,,,,,,,,,7/4/2005
,3784326690,Kopundo,,,,,,,-0.15157,34.81354,,,,,,,,,7/4/2005
,3784326691,Kakeyo,,,,,,,-0.1516,34.82888,,,,,,,,,7/4/2005
,3784326692,Kolilo,,,,,,,-0.15161,34.85505,,,,,,,,,7/4/2005
,3784326693,Kokore,,,,,,,-0.15163,34.85033,,,,,,,,,7/4/2005
,3784326694,Kasere,,,,,,,-0.15171,34.81582,,,,,,,,,7/4/2005
,3784326695,Rabuor Water,,,,,,,-0.1518,34.84484,,,,,,,,,7/4/2005
,3784326696,Cosmas,,,,,,,-0.15185,34.83054,,,,,,,,,7/4/2005
,3784326697,Abraham,,,,,,,-0.15188,34.84949,,,,,,,,,7/4/2005
,3784326698,Nazarene,,,,,,,-0.1519,34.81179,,,,,,,,,7/4/2005
,3784326699,Kamagaga,,,,,,,-0.15195,34.92777,,,,,,,,,7/4/2005
,3784326700,Ka Ooko,,,,,,,-0.15196,34.84413,,,,,,,,,7/4/2005
,3784326701,Kolang,,,,,,,-0.15202,34.8378,,,,,,,,,7/4/2005
,3784326702,Kowino,,,,,,,-0.15204,34.84526,,,,,,,,,7/4/2005
,3784326703,Kamonica,,,,,,,-0.15209,34.83047,,,,,,,,,7/4/2005
,3784326704,Glack Home Alendu,,,,,,,-0.15216,34.81688,,,,,,,,,7/4/2005
,3784326705,Kaedward,,,,,,,-0.15223,34.82948,,,,,,,,,7/4/2005
,3784326706,Ezekhia,,,,,,,-0.15225,34.80862,,,,,,,,,7/4/2005
,3784326707,Kafredrick,,,,,,,-0.15225,34.86771,,,,,,,,,7/4/2005
,3784326708,Kamariscus,,,,,,,-0.15251,34.83515,,,,,,,,,7/4/2005
,3784326709,Kaduda,,,,,,,-0.15254,34.81869,,,,,,,,,7/4/2005
,3784326710,Nyagoro,,,,,,,-0.15256,34.82585,,,,,,,,,7/4/2005
,3784326711,Kabiro,,,,,,,-0.15256,34.83531,,,,,,,,,7/4/2005
,3784326712,Kidi Luanda Women Group,,,,,,,-0.15258,34.8026,,,,,,,,,7/4/2005
,3784326713,Kowenga,,,,,,,-0.15261,34.85567,,,,,,,,,7/4/2005
,3784326714,Kakiso,,,,,,,-0.15263,34.85554,,,,,,,,,7/4/2005
,3784326715,Kodero,,,,,,,-0.15266,34.82057,,,,,,,,,7/4/2005
,3784326716,Kochieng Widos,,,,,,,-0.15272,34.81453,,,,,,,,,7/4/2005
,3784326717,Koloo,,,,,,,-0.1528,34.81887,,,,,,,,,7/4/2005
,3784326718,Rajira Sec Sch,,,,,,,-0.1528,34.86464,,,,,,,,,7/4/2005
,3784326719,Kahenry,,,,,,,-0.15282,34.86719,,,,,,,,,7/4/2005
,3784326720,Rabuor,,,,,,,-0.15295,34.82156,,,,,,,,,7/4/2005
,3784326721,Kosodo,,,,,,,-0.15296,34.98218,,,,,,,,,7/4/2005
,3784326722,Siany Wp,,,,,,,-0.15298,34.92674,,,,,,,,,7/4/2005
,3784326723,Little Learner,,,,,,,-0.153,34.85215,,,,,,,,,7/4/2005
,3784326724,Kamartin,,,,,,,-0.153,34.81272,,,,,,,,,7/4/2005
,3784326725,Kabarack,,,,,,,-0.15312,34.86807,,,,,,,,,7/4/2005
,3784326726,Aketch,,,,,,,-0.15322,34.85554,,,,,,,,,7/4/2005
,3784326727,Kokal,,,,,,,-0.15325,34.817,,,,,,,,,7/4/2005
,3784326728,Kakizito,,,,,,,-0.15326,34.84952,,,,,,,,,7/4/2005
,3784326729,Katobias,,,,,,,-0.15328,34.96603,,,,,,,,,7/4/2005
,3784326731,Rabuor Widows,,,,,,,-0.15333,34.82039,,,,,,,,,7/4/2005
,3784326733,Tobias,,,,,,,-0.15341,34.84508,,,,,,,,,7/4/2005
,3784326734,Wa Chmontek,,,,,,,-0.15344,34.51292,,,,,,,,,7/4/2005
,3784326735,Umbrella Widows,,,,,,,-0.15354,34.82047,,,,,,,,,7/4/2005
,3784326736,Kokwaro,,,,,,,-0.15356,34.84838,,,,,,,,,7/4/2005
,3784326737,Rabuor Catholic,,,,,,,-0.15362,34.81948,,,,,,,,,7/4/2005
,3784326738,Vispa,,,,,,,-0.1537,34.85158,,,,,,,,,7/4/2005
,3784326739,Obondo,,,,,,,-0.15371,34.81989,,,,,,,,,7/4/2005
,3784326740,,,,,,,,-0.15374,34.81942,,,,,,,,,7/4/2005
,3784326741,Rajira,,,,,,,-0.15375,34.81984,,,,,,,,,7/4/2005
,3784326742,,,,,,,,-0.15379,34.82915,,,,,,,,,7/4/2005
,3784326743,Rabuor Water,,,,,,,-0.15385,34.82837,,,,,,,,,7/4/2005
,3784326744,Kaseda,,,,,,,-0.15389,34.84887,,,,,,,,,7/4/2005
,3784326745,Kogendo,,,,,,,-0.15392,34.82286,,,,,,,,,7/4/2005
,3784326746,,,,,,,,-0.15398,34.82508,,,,,,,,,7/4/2005
,3784326748,Kaclaudia,,,,,,,-0.15402,34.85364,,,,,,,,,7/4/2005
,3784326749,Obuso,,,,,,,-0.15406,34.83956,,,,,,,,,7/4/2005
,3784326750,Rabuor Community,,,,,,,-0.15407,34.82798,,,,,,,,,7/4/2005
,3784326753,Kochieng,,,,,,,-0.15413,34.83056,,,,,,,,,7/4/2005
,3784326756,Emelyla,,,,,,,-0.15414,34.8266,,,,,,,,,7/4/2005
,3784326757,Home Ground Kokoth,,,,,,,-0.15423,34.82728,,,,,,,,,7/4/2005
,3784326758,Asunas,,,,,,,-0.15428,34.82305,,,,,,,,,7/4/2005
,3784326759,Kennedy,,,,,,,-0.15437,34.85488,,,,,,,,,7/4/2005
,3784326760,Obugi Catholic,,,,,,,-0.15439,34.85261,,,,,,,,,7/4/2005
,3784326761,Okello,,,,,,,-0.15443,34.82743,,,,,,,,,7/4/2005
,3784326763,Bemido Agency,,,,,,,-0.15451,34.83406,,,,,,,,,7/4/2005
,3784326764,Kojing,,,,,,,-0.15452,34.92785,,,,,,,,,7/4/2005
,3784326765,Kokiro,,,,,,,-0.15457,34.84755,,,,,,,,,7/4/2005
,3784326767,Charles,,,,,,,-0.15469,34.94351,,,,,,,,,7/4/2005
,3784326768,Twenyo,,,,,,,-0.1547,34.81722,,,,,,,,,7/4/2005
,3784326769,Rajira Community,,,,,,,-0.15471,34.86423,,,,,,,,,7/4/2005
,3784326771,Obaje,,,,,,,-0.15478,34.84628,,,,,,,,,7/4/2005
,3784326772,,,,,,,,-0.15479,34.83906,,,,,,,,,7/4/2005
,3784326774,Kodipo,,,,,,,-0.15483,34.81817,,,,,,,,,7/4/2005
,3784326775,Ochieng,,,,,,,-0.15487,34.94369,,,,,,,,,7/4/2005
,3784326776,Kogelo,,,,,,,-0.1549,34.84293,,,,,,,,,7/4/2005
,3784326778,George,,,,,,,-0.15492,34.8448,,,,,,,,,7/4/2005
,3784326779,Kadulo,,,,,,,-0.15493,34.81033,,,,,,,,,7/4/2005
,3784326780,Rajoros,,,,,,,-0.15507,34.81649,,,,,,,,,7/4/2005
,3784326781,Omedo,,,,,,,-0.15511,34.82778,,,,,,,,,7/4/2005
,3784326782,Lejo Church,,,,,,,-0.15515,34.81808,,,,,,,,,7/4/2005
,3784326783,Akech,,,,,,,-0.15515,34.81711,,,,,,,,,7/4/2005
,3784326785,Juwali,,,,,,,-0.15527,34.84307,,,,,,,,,7/4/2005
,3784326786,Konyango,,,,,,,-0.15528,34.46363,,,,,,,,,7/4/2005
,3784326787,Kowiny,,,,,,,-0.15534,34.81569,,,,,,,,,7/4/2005
,3784326788,Rabuor Primary,,,,,,,-0.15535,34.83369,,,,,,,,,7/4/2005
,3784326789,Ajwang,,,,,,,-0.15543,34.81782,,,,,,,,,7/4/2005
,3784326790,Koketch,,,,,,,-0.15544,34.79105,,,,,,,,,7/4/2005
,3784326791,Kachris,,,,,,,-0.15551,34.82737,,,,,,,,,7/4/2005
,3784326794,Omondi,,,,,,,-0.15558,34.86046,,,,,,,,,7/4/2005
,3784326795,Kahongo,,,,,,,-0.15563,34.81737,,,,,,,,,7/4/2005
,3784326796,Silas,,,,,,,-0.15564,34.85361,,,,,,,,,7/4/2005
,3784326798,Obisa,,,,,,,-0.15566,34.81756,,,,,,,,,7/4/2005
,3784326799,Kobura,,,,,,,-0.15567,34.82768,,,,,,,,,7/4/2005
,3784326803,Onyang,,,,,,,-0.15578,34.81565,,,,,,,,,7/4/2005
,3784326804,Kokuto,,,,,,,-0.15579,34.84793,,,,,,,,,7/4/2005
,3784326806,Kaesther,,,,,,,-0.15583,34.82684,,,,,,,,,7/4/2005
,3784326807,Kairene,,,,,,,-0.15587,34.82629,,,,,,,,,7/4/2005
,3784326808,Moning Star,,,,,,,-0.15587,34.84185,,,,,,,,,7/4/2005
,3784326810,Carnel,,,,,,,-0.15588,34.83471,,,,,,,,,7/4/2005
,3784326813,Oumas,,,,,,,-0.15597,34.81721,,,,,,,,,7/4/2005
,3784326814,Korao,,,,,,,-0.15597,34.82772,,,,,,,,,7/4/2005
,3784326815,Kajira,,,,,,,-0.15605,34.86337,,,,,,,,,7/4/2005
,3784326817,Kakoth,,,,,,,-0.15616,34.80807,,,,,,,,,7/4/2005
,3784326818,Kagutu,,,,,,,-0.15616,34.84127,,,,,,,,,7/4/2005
,3784326819,Kongeri,,,,,,,-0.15621,34.8183,,,,,,,,,7/4/2005
,3784326820,Kawino,,,,,,,-0.15622,34.8351,,,,,,,,,7/4/2005
,3784326821,Ojowa,,,,,,,-0.15622,34.81637,,,,,,,,,7/4/2005
,3784326822,Noi,,,,,,,-0.15649,34.82787,,,,,,,,,7/4/2005
,3784326823,Kasera,,,,,,,-0.15651,34.82622,,,,,,,,,7/4/2005
,3784326825,Kaedward,,,,,,,-0.15662,34.82783,,,,,,,,,7/4/2005
,3784326826,Ogendo,,,,,,,-0.15663,34.82407,,,,,,,,,7/4/2005
,3784326827,Kolueru,,,,,,,-0.15664,34.8006,,,,,,,,,7/4/2005
,3784326828,Kogendo,,,,,,,-0.15664,34.82414,,,,,,,,,7/4/2005
,3784326829,Kalawi,,,,,,,-0.15672,34.81802,,,,,,,,,7/4/2005
,3784326830,Kaenock,,,,,,,-0.15675,34.83456,,,,,,,,,7/4/2005
,3784326831,Karombe,,,,,,,-0.15677,34.82784,,,,,,,,,7/4/2005
,3784326832,Koloo,,,,,,,-0.15677,34.81731,,,,,,,,,7/4/2005
,3784326833,Koloo,,,,,,,-0.15692,34.84114,,,,,,,,,7/4/2005
,3784326834,Vispa,,,,,,,-0.15695,34.82827,,,,,,,,,7/4/2005
,3784326835,Onjiko Pri,,,,,,,-0.15698,34.94482,,,,,,,,,7/4/2005
,3784326836,Olueny,,,,,,,-0.15715,34.84166,,,,,,,,,7/4/2005
,3784326837,Kasila,,,,,,,-0.15739,34.86429,,,,,,,,,7/4/2005
,3784326838,Kotieno,,,,,,,-0.15741,34.82558,,,,,,,,,7/4/2005
,3784326840,Barack,,,,,,,-0.15746,34.84087,,,,,,,,,7/4/2005
,3784326841,Kamin Odongo,,,,,,,-0.15746,34.81181,,,,,,,,,7/4/2005
,3784326842,Bonyo,,,,,,,-0.15748,34.82435,,,,,,,,,7/4/2005
,3784326843,Kamgret,,,,,,,-0.15751,34.81955,,,,,,,,,7/4/2005
,3784326844,1465,,,,,,,-0.15751,34.80072,,,,,,,,,7/4/2005
,3784326845,Kajoe,,,,,,,-0.15753,34.82877,,,,,,,,,7/4/2005
,3784326846,Kawili,,,,,,,-0.15756,34.82813,,,,,,,,,7/4/2005
,3784326847,Amollo,,,,,,,-0.15757,34.86262,,,,,,,,,7/4/2005
,3784326848,Guda,,,,,,,-0.15764,34.81944,,,,,,,,,7/4/2005
,3784326850,Kotieno,,,,,,,-0.15787,34.81855,,,,,,,,,7/4/2005
,3784326851,Ogisi,,,,,,,-0.15797,34.82502,,,,,,,,,7/4/2005
,3784326852,Ooro,,,,,,,-0.15798,34.8251,,,,,,,,,7/4/2005
,3784326853,Kashimbiro,,,,,,,-0.15805,34.82784,,,,,,,,,7/4/2005
,3784326855,Kasule,,,,,,,-0.15837,34.86304,,,,,,,,,7/4/2005
,3784327158,Kadaktari,,,,,,,-0.15843,34.96577,,,,,,,,,7/4/2005
,3784327159,Obiayo Pri,,,,,,,-0.15843,34.92413,,,,,,,,,7/4/2005
,3784327160,Jeff,,,,,,,-0.15853,34.92415,,,,,,,,,7/4/2005
,3784327162,Obong,,,,,,,-0.15857,34.82446,,,,,,,,,7/4/2005
,3784327163,Obiayo Sch,,,,,,,-0.15858,34.92482,,,,,,,,,7/4/2005
,3784327165,Flora,,,,,,,-0.15869,34.94905,,,,,,,,,7/4/2005
,3784327166,Kwa Jack,,,,,,,-0.1587,34.83902,,,,,,,,,7/4/2005
,3784327167,Okumu,,,,,,,-0.15882,34.83361,,,,,,,,,7/4/2005
,3784327170,Odhiambo,,,,,,,-0.15895,34.94912,,,,,,,,,7/4/2005
,3784327172,Owili,,,,,,,-0.159,34.83336,,,,,,,,,7/4/2005
,3784327173,Joram,,,,,,,-0.1591,34.96329,,,,,,,,,7/4/2005
,3784327174,Kangolo,,,,,,,-0.15915,34.83457,,,,,,,,,7/4/2005
,3784327176,Opinye,,,,,,,-0.15921,34.82472,,,,,,,,,7/4/2005
,3784327177,Kawanga,,,,,,,-0.15923,34.83972,,,,,,,,,7/4/2005
,3784327178,Kanyaimbo,,,,,,,-0.15991,34.83359,,,,,,,,,7/4/2005
,3784327179,Ongere,,,,,,,-0.16025,34.82874,,,,,,,,,7/4/2005
,3784327180,Lela Pri. School,,,,,,,-0.16051,34.89042,,,,,,,,,7/4/2005
,3784327181,Kadaro,,,,,,,-0.1607,34.51706,,,,,,,,,7/4/2005
,3784327182,Peter,,,,,,,-0.16082,34.95703,,,,,,,,,7/4/2005
,3784327184,Individual Private,,,,,,,-0.16197,34.89159,,,,,,,,,7/4/2005
,3784327185,Mbura,,,,,,,-0.1624,34.86757,,,,,,,,,7/4/2005
,3784327187,Karanyuongi,,,,,,,-0.16258,34.80781,,,,,,,,,7/4/2005
,3784327188,Kadhiambo,,,,,,,-0.163,34.8803,,,,,,,,,7/4/2005
,3784327191,Konyango,,,,,,,-0.16368,34.8143,,,,,,,,,7/4/2005
,3784327192,,,,,,,,-0.1639,34.80678,,,,,,,,,7/4/2005
,3784327193,Kokuta,,,,,,,-0.16394,34.96298,,,,,,,,,7/4/2005
,3784327196,Kamuga,,,,,,,-0.16425,34.80885,,,,,,,,,7/4/2005
,3784327197,Kowino,,,,,,,-0.16434,34.81232,,,,,,,,,7/4/2005
,3784327200,Atieno,,,,,,,-0.16472,34.83969,,,,,,,,,7/4/2005
,3784327201,Kamwanda,,,,,,,-0.16473,34.84648,,,,,,,,,7/4/2005
,3784327202,Sam,,,,,,,-0.16489,34.87053,,,,,,,,,7/4/2005
,3784327203,Kamimo,,,,,,,-0.16491,34.87051,,,,,,,,,7/4/2005
,3784327204,Obonyo,,,,,,,-0.16495,34.84463,,,,,,,,,7/4/2005
,3784327207,Kowino,,,,,,,-0.16527,34.84648,,,,,,,,,7/4/2005
,3784327208,Ogola,,,,,,,-0.16547,34.86642,,,,,,,,,7/4/2005
,3784327211,Abayos,,,,,,,-0.16569,34.84382,,,,,,,,,7/4/2005
,3784327212,Koyange,,,,,,,-0.166,34.83801,,,,,,,,,7/4/2005
,3784327213,Kinda,,,,,,,-0.16604,34.88783,,,,,,,,,7/4/2005
,3784327215,Paul,,,,,,,-0.1671,34.9359,,,,,,,,,7/4/2005
,3784327216,Otieno,,,,,,,-0.1671,34.86304,,,,,,,,,7/4/2005
,3784327217,Kokuoyo,,,,,,,-0.16715,34.96675,,,,,,,,,7/4/2005
,3784327218,Tura,,,,,,,-0.16721,34.93681,,,,,,,,,7/4/2005
,3784327219,Omondi,,,,,,,-0.16737,34.86279,,,,,,,,,7/4/2005
,3784327220,Kakmie,,,,,,,-0.16742,34.96801,,,,,,,,,7/4/2005
,3784327221,Ajowi Well,,,,,,,-0.16786,34.83581,,,,,,,,,7/4/2005
,3784327222,Oluoch,,,,,,,-0.16862,34.8146,,,,,,,,,7/4/2005
,3784327223,Kobura Primary,,,,,,,-0.16897,34.90564,,,,,,,,,7/4/2005
,3784327224,Obikim Women Group,,,,,,,-0.16905,34.89648,,,,,,,,,7/4/2005
,3784327228,Masogo,,,,,,,-0.17007,34.84795,,,,,,,,,7/4/2005
,3784327229,Reach Out,,,,,,,-0.17008,34.81144,,,,,,,,,7/4/2005
,3784327230,Kogendo,,,,,,,-0.17026,34.90428,,,,,,,,,7/4/2005
,3784327231,Kalaro,,,,,,,-0.17027,34.81221,,,,,,,,,7/4/2005
,3784327233,Reach Out,,,,,,,-0.1711,34.81136,,,,,,,,,7/4/2005
,3784327234,Jactone,,,,,,,-0.1712,34.90376,,,,,,,,,7/4/2005
,3784327236,Konyri Kendi,,,,,,,-0.17288,34.83474,,,,,,,,,7/4/2005
,3784327237,Kamathew,,,,,,,-0.17295,34.90609,,,,,,,,,7/4/2005
,3784327238,Ahero,,,,,,,-0.17323,34.91534,,,,,,,,,7/4/2005
,3784327239,Reach Out,,,,,,,-0.17331,34.80909,,,,,,,,,7/4/2005
,3784327240,Sheppard,,,,,,,-0.1735,34.92006,,,,,,,,,7/4/2005
,3784327244,Lvswsb,,,,,,,-0.174,34.92454,,,,,,,,,7/4/2005
,3784327245,Dingola,,,,,,,-0.17404,34.92463,,,,,,,,,7/4/2005
,3784327246,Kainga,,,,,,,-0.17405,34.92455,,,,,,,,,7/4/2005
,3784327248,Oongo,,,,,,,-0.17415,34.84825,,,,,,,,,7/4/2005
,3784327251,Sda Church,,,,,,,-0.1745,34.83464,,,,,,,,,7/4/2005
,3784327253,Dago,,,,,,,-0.17457,34.85348,,,,,,,,,7/4/2005
,3784327258,Multiputpose,,,,,,,-0.17503,34.93019,,,,,,,,,7/4/2005
,3784327262,Ema,,,,,,,-0.17597,34.92896,,,,,,,,,7/4/2005
,3784327263,Karanda Primary School,,,,,,,-0.17622,34.91936,,,,,,,,,7/4/2005
,3784327265,Adongo,,,,,,,-0.17682,34.92438,,,,,,,,,7/4/2005
,3784327266,Charles Odhong,,,,,,,-0.1772,34.9281,,,,,,,,,7/4/2005
,3784327267,Kanyatoro W/G,,,,,,,-0.17757,34.92925,,,,,,,,,7/4/2005
,3784327268,Karombe,,,,,,,-0.1791,34.83595,,,,,,,,,7/4/2005
,3784327269,Kalwanda W/G,,,,,,,-0.17926,34.93003,,,,,,,,,7/4/2005
,3784327270,Olal Agwang,,,,,,,-0.17967,34.84974,,,,,,,,,7/4/2005
,3784327271,P,,,,,,,-0.17972,34.93424,,,,,,,,,7/4/2005
,3784327272,Asat,,,,,,,-0.17984,34.5154,,,,,,,,,7/4/2005
,3784327273,Otienos,,,,,,,-0.17989,34.85593,,,,,,,,,7/4/2005
,3784327276,Kamwanda W/G,,,,,,,-0.18006,34.91704,,,,,,,,,7/4/2005
,3784327277,Kanam W/G,,,,,,,-0.18027,34.91763,,,,,,,,,7/4/2005
,3784327279,Kanyangoya,,,,,,,-0.18065,34.83802,,,,,,,,,7/4/2005
,3784327280,Kidha Well,,,,,,,-0.18069,34.8535,,,,,,,,,7/4/2005
,3784327281,Kokech Welfare,,,,,,,-0.18073,34.93131,,,,,,,,,7/4/2005
,3784327282,Kachari,,,,,,,-0.18104,34.93834,,,,,,,,,7/4/2005
,3784327283,Kaemmanuel,,,,,,,-0.18115,34.83747,,,,,,,,,7/4/2005
,3784327284,,,,,,,,-0.18175,34.92342,,,,,,,,,7/4/2005
,3784327285,Masogo,,,,,,,-0.18177,34.84804,,,,,,,,,7/4/2005
,3784327286,Oraro,,,,,,,-0.18213,34.87323,,,,,,,,,7/4/2005
,3784327289,Asatbr,,,,,,,-0.18306,34.51857,,,,,,,,,7/4/2005
,3784327290,Ngoya,,,,,,,-0.18326,34.94004,,,,,,,,,7/4/2005
,3784327291,Ayiecho,,,,,,,-0.18382,34.91768,,,,,,,,,7/4/2005
,3784327292,Kagal W/Gï,,,,,,,-0.18393,34.93475,,,,,,,,,7/4/2005
,3784327293,Obonga,,,,,,,-0.18399,34.93926,,,,,,,,,7/4/2005
,3784327294,Joshua Nango,,,,,,,-0.18422,34.91757,,,,,,,,,7/4/2005
,3784327295,Otete,,,,,,,-0.18432,34.94039,,,,,,,,,7/4/2005
,3784327296,Andrew,,,,,,,-0.1845,34.91775,,,,,,,,,7/4/2005
,3784327298,Oyoo,,,,,,,-0.18474,34.92976,,,,,,,,,7/4/2005
,3784327299,Kowuor Primary School,,,,,,,-0.1848,34.93134,,,,,,,,,7/4/2005
,3784327300,Ochola,,,,,,,-0.18506,34.93258,,,,,,,,,7/4/2005
,3784327301,Kagure,,,,,,,-0.18509,34.9377,,,,,,,,,7/4/2005
,3784327302,Kadete H.I.V Aids,,,,,,,-0.18523,34.83078,,,,,,,,,7/4/2005
,3784327303,Mollo,,,,,,,-0.18545,34.86974,,,,,,,,,7/4/2005
,3784327304,Ogada,,,,,,,-0.1855,34.87033,,,,,,,,,7/4/2005
,3784327305,Ominde,,,,,,,-0.18642,34.86793,,,,,,,,,7/4/2005
,3784327306,Kajulu Lore,,,,,,,-0.18676,34.86769,,,,,,,,,7/4/2005
,3784327307,Aim Adol,,,,,,,-0.18679,34.94635,,,,,,,,,7/4/2005
,3784327309,Yoka,,,,,,,-0.18843,34.93487,,,,,,,,,7/4/2005
,3784327310,Osome,,,,,,,-0.18851,34.94061,,,,,,,,,7/4/2005
,3784327311,Kogam,,,,,,,-0.18944,34.93957,,,,,,,,,7/4/2005
,3784327312,Kasirere,,,,,,,-0.18982,34.933,,,,,,,,,7/4/2005
,3784327313,Kadoyo Youth Group,,,,,,,-0.19017,34.93919,,,,,,,,,7/4/2005
,3784327314,Nyikasipul,,,,,,,-0.19021,34.83332,,,,,,,,,7/4/2005
,3784327315,Adoyo,,,,,,,-0.19046,34.93773,,,,,,,,,7/4/2005
,3784327316,Nyasemo,,,,,,,-0.1908,34.9345,,,,,,,,,7/4/2005
,3784327317,Kanyangwara W/G,,,,,,,-0.192,34.9177,,,,,,,,,7/4/2005
,3784327318,Reru Primary,,,,,,,-0.19242,34.84208,,,,,,,,,7/4/2005
,3784327319,Kajimbo,,,,,,,-0.19401,34.91799,,,,,,,,,7/4/2005
,3784327320,Omeko Cbo,,,,,,,-0.19414,34.84293,,,,,,,,,7/4/2005
,3784327321,Koloo,,,,,,,-0.19586,34.86077,,,,,,,,,7/4/2005
,3784327322,Ogada Ayoo,,,,,,,-0.20102,34.9166,,,,,,,,,7/4/2005
,3784327323,Kosik,,,,,,,-0.2033,34.91389,,,,,,,,,7/4/2005
,3784327324,Agutu,,,,,,,-0.20376,34.90067,,,,,,,,,7/4/2005
,3784327325,Kochogo W/G,,,,,,,-0.2039,34.9126,,,,,,,,,7/4/2005
,3784327326,Kanyatumo,,,,,,,-0.20397,34.90055,,,,,,,,,7/4/2005
,3784327327,Kawuoche,,,,,,,-0.20434,34.91203,,,,,,,,,7/4/2005
,3784327329,Nyangande Wp,,,,,,,-0.20632,34.85187,,,,,,,,,7/4/2005
,3784327330,Kolal,,,,,,,-0.20705,34.83579,,,,,,,,,7/4/2005
,3784327331,Kanyango Women Group,,,,,,,-0.20789,34.84994,,,,,,,,,7/4/2005
,3784327332,Gok,,,,,,,-0.20808,34.84552,,,,,,,,,7/4/2005
,3784327333,Achar W/G,,,,,,,-0.20827,34.89734,,,,,,,,,7/4/2005
,3784327334,Kopudo,,,,,,,-0.2108,34.87565,,,,,,,,,7/4/2005
,3784327335,Bwanda,,,,,,,-0.21147,34.87613,,,,,,,,,7/4/2005
,3784327336,Kapiyo,,,,,,,-0.21162,34.90539,,,,,,,,,7/4/2005
,3784327337,Kano Plain,,,,,,,-0.21207,34.87209,,,,,,,,,7/4/2005
,3784327338,Oywa W/G,,,,,,,-0.21266,34.90176,,,,,,,,,7/4/2005
,3784327339,Agala W/G,,,,,,,-0.21291,34.90044,,,,,,,,,7/4/2005
,3784327340,Tang Nange,,,,,,,-0.21379,34.87334,,,,,,,,,7/4/2005
,3784327341,Bunde Pri. School,,,,,,,-0.21399,34.89887,,,,,,,,,7/4/2005
