well_id,original_id,name,country,admin_1,admin_2,admin_3,admin_4,locality,latitude,longitude,elevation,yield,well_depth,operation_status,drilling_end_date,source_1,source_2,source_3,last_update,water_quality,ec,tds,salinity,chloride,fluoride
,11,Shabaha Borehole,Kenya,Turkana,,,,,4.261915,35.740766,,0.0,35.0,Abandoned (dry),,Acacia Water,,,,Fresh,,,,,
,21,Pokotom,Kenya,Turkana,,,,,3.730391,34.851166,,0.0,71.0,Under construction,,Acacia Water,,,,Fresh,,,,,
,628,Kanugurpus,Kenya,Turkana,,,,,3.114787,36.07728,,1.2,,Operational,,Acacia Water,,,,Fresh,,,,,
,629,Loreng,Kenya,Turkana,,,,,3.507642,34.592256,,0.0,,Temporarily non-operational,,Acacia Water,,,,Fresh,,,,,
,630,Mission,Kenya,Turkana,,,,,3.121804,35.962385,,1.8,,Operational,,Acacia Water,,,,Unknown,,,,,
,631,Nasiger,Kenya,Turkana,,,,,3.357292,35.420698,,0.0,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,632,kakuruto,Kenya,Turkana,,,,,3.187546,35.846595,,0.8,,Operational,,Acacia Water,,,,Slightly saline (livestock ok),,,,,
,633,Akatuman,Kenya,Turkana,,,,,3.11321,36.106375,,0.0,,Temporarily non-operational,,Acacia Water,,,,Saline,,,,,
,634,Komudei,Kenya,Turkana,,,,,3.697164,34.92986,,1.8,,Under construction,,Acacia Water,,,,Fresh,,,,,
,635,Kenyaoil,Kenya,Turkana,,,,,3.227974,35.912969,,1.6,,Operational,,Acacia Water,,,,Fresh,,,,,
,636,Nameyana,Kenya,Turkana,,,,,3.501923,35.325527,,0.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,637,Kalokol Water supply,Kenya,Turkana,,,,,3.521033,35.832229,,0.78,,Operational,,Acacia Water,,,,Fresh,,,,,
,638,St. Leo Secondary,Kenya,Turkana,,,,,3.67395,35.000747,,0.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,639,Nabulicha,Kenya,Turkana,,,,,3.463052,35.383885,,1.3,,Operational,,Acacia Water,,,,Fresh,,,,,
,640,Nachacha 2,Kenya,Turkana,,,,,2.259005,35.853197,,0.6,,Operational,,Acacia Water,,,,Fresh,,,,,
,641,Nachacha windmill,Kenya,Turkana,,,,,3.162881,35.855382,,0.0,,Temporarily non-operational,,Acacia Water,,,,Fresh,,,,,
,642,Lolemu,Kenya,Turkana,,,,,3.565359,34.692467,,2.4,,Operational,,Acacia Water,,,,Fresh,,,,,
,643,Naoros,Kenya,Turkana,,,,,3.117706,36.04613,,0.9,,Operational,,Acacia Water,,,,Fresh,,,,,
,644,Lodwar water supply B/H 001,Kenya,Turkana,,,,,3.112831,35.598452,,12.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,645,Kekunyuk 1,Kenya,Turkana,,,,,2.932138,35.617924,,0.0,,Non-operational,,Acacia Water,,,,Unknown,,,,,
,646,Napetet,Kenya,Turkana,,,,,3.129008,35.623963,,0.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,647,Lokadwaran,Kenya,Turkana,,,,,2.984287,35.647073,,0.0,,Operational,,Acacia Water,,,,Saline,,,,,
,648,Lodwar Water Supply no. 4,Kenya,Turkana,,,,,3.113762,35.509488,,0.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,649,Karoge,Kenya,Turkana,,,,,2.548008,35.640407,,1.02,,Operational,,Acacia Water,,,,Fresh,,,,,
,650,Nabulon No. 6,Kenya,Turkana,,,,,3.108162,35.593343,,0.0,,Under construction,,Acacia Water,,,,Fresh,,,,,
,651,Lorengippi,Kenya,Turkana,,,,,2.573004,34.988044,,0.0,,Non-operational,,Acacia Water,,,,Unknown,,,,,
,652,Lodwar Water Supply no. 2,Kenya,Turkana,,,,,3.110749,35.592693,,0.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,653,Lodwar High,Kenya,Turkana,,,,,3.129508,35.605048,,0.0,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,654,Napusmoru,Kenya,Turkana,,,,,2.666381,35.849689,,0.0,,Operational,,Acacia Water,,,,Saline,,,,,
,655,Lochwa catholic BH,Kenya,Turkana,,,,,2.609234,35.022193,,1.8,,Operational,,Acacia Water,,,,Fresh,,,,,
,656,Bh 5,Kenya,Turkana,,,,,3.111741,35.597254,,0.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,657,Nabute,Kenya,Turkana,,,,,3.129153,35.605982,,1.2,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,658,Lodwar Water Supply no.3,Kenya,Turkana,,,,,3.113332,35.600494,,0.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,659,Ngimanman,Kenya,Turkana,,,,,3.886473,34.607852,,1.8,,Operational,,Acacia Water,,,,Fresh,,,,,
,660,Nalala,Kenya,Turkana,,,,,3.772078,34.614868,,0.6,,Operational,,Acacia Water,,,,Saline,,,,,
,661,UN-Compound BH2,Kenya,Turkana,,,,,4.206684,34.365154,,0.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,662,Locherekingol BH1,Kenya,Turkana,,,,,3.81174,34.355449,,7.5,,Operational,,Acacia Water,,,,Fresh,,,,,
,663,Kosovo,Kenya,Turkana,,,,,4.209166,34.326233,,1.7,,Operational,,Acacia Water,,,,Fresh,,,,,
,664,Locher Ekingol BH2,Kenya,Turkana,,,,,3.812168,34.353658,,,,Operational,,Acacia Water,,,,Fresh,,,,,
,665,Lokumo,Kenya,Turkana,,,,,3.773026,34.620847,,0.0,,Non-operational,,Acacia Water,,,,Unknown,,,,,
,666,Karuknyang,Kenya,Turkana,,,,,3.816116,34.35633,,0.0,,Non-operational,,Acacia Water,,,,Fresh,,,,,
,667,Kalobakori,Kenya,Turkana,,,,,3.851498,34.556511,,1.64,,Operational,,Acacia Water,,,,Fresh,,,,,
,668,Nawotom,Kenya,Turkana,,,,,3.796906,34.568855,,0.0,,Temporarily non-operational,,Acacia Water,,,,Fresh,,,,,
,669,LocherEsekon,Kenya,Turkana,,,,,3.821973,34.594325,,0.0,,Temporarily non-operational,,Acacia Water,,,,Fresh,,,,,
,670,Oropoi parish,Kenya,Turkana,,,,,3.813516,34.359378,,64.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,671,Adipo,Kenya,Turkana,,,,,3.52912,34.822894,,0.0,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,672,Nakilekipus,Kenya,Turkana,,,,,3.755412,34.667483,,3.0,,Temporarily non-operational,,Acacia Water,,,,Fresh,,,,,
,673,Tom - BH9,Kenya,Turkana,,,,,3.774986,34.830358,,2.6,,Temporarily non-operational,,Acacia Water,,,,Fresh,,,,,
,674,Nangole Borehole,Kenya,Turkana,,,,,4.276712,35.862728,,0.0,,Under construction,,Acacia Water,,,,Unknown,,,,,
,675,TMC BH 1,Kenya,Turkana,,,,,3.716498,34.857248,,8.4,,Operational,,Acacia Water,,,,Fresh,,,,,
,676,Lolupe,Kenya,Turkana,,,,,3.532064,35.243931,,20.0,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,677,Nalempus,Kenya,Turkana,,,,,3.810532,34.358905,,1.03,,Operational,,Acacia Water,,,,Fresh,,,,,
,678,Kakuma water supply 1,Kenya,Turkana,,,,,3.725421,34.853945,,15.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,679,Nakilinga,Kenya,Turkana,,,,,3.682533,34.999839,,0.7,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,680,LWF bh3,Kenya,Turkana,,,,,3.748978,34.844544,,2.8,,Operational,,Acacia Water,,,,Fresh,,,,,
,681,LWF BH4A,Kenya,Turkana,,,,,3.752418,34.838142,,3.2,,Operational,,Acacia Water,,,,Fresh,,,,,
,682,Kakuma water supply 2,Kenya,Turkana,,,,,3.717805,34.859078,,15.0,,Temporarily non-operational,,Acacia Water,,,,Fresh,,,,,
,683,Ataerika,Kenya,Turkana,,,,,3.562297,35.268296,,7.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,684,Donbosco BH,Kenya,Turkana,,,,,3.744032,34.831697,,2.5,,Operational,,Acacia Water,,,,Fresh,,,,,
,685,UNHCR BH2,Kenya,Turkana,,,,,3.779331,34.828198,,0.0,,Under construction,,Acacia Water,,,,Fresh,,,,,
,686,Nakaitan,Kenya,Turkana,,,,,3.565449,35.26968,,10.0,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,687,LWF BH4,Kenya,Turkana,,,,,3.754817,34.837058,,0.0,,Temporarily non-operational,,Acacia Water,,,,Fresh,,,,,
,688,Nakosima,Kenya,Turkana,,,,,3.667751,35.003262,,0.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,689,LWF BH5,Kenya,Turkana,,,,,3.748514,34.832688,,1.3,,Operational,,Acacia Water,,,,Fresh,,,,,
,690,New compound BH1,Kenya,Turkana,,,,,3.71353,34.858259,,17.0,,Operational,,Acacia Water,,,,Slightly saline (livestock ok),,,,,
,691,Parish,Kenya,Turkana,,,,,3.626295,35.309663,,0.0,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,692,LWF BH6,Kenya,Turkana,,,,,3.76231,34.834103,,1.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,693,LWF BH7,Kenya,Turkana,,,,,3.770429,34.830447,,15.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,694,DonBosco BH2,Kenya,Turkana,,,,,3.725431,34.836168,,0.0,,Abandoned,,Acacia Water,,,,Saline,,,,,
,695,Nakilinga - Lopur,Kenya,Turkana,,,,,3.864027,34.80913,,30.4,,Operational,,Acacia Water,,,,Fresh,,,,,
,696,LWF BH8,Kenya,Turkana,,,,,3.777557,34.82922,,4.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,697,Makutano,Kenya,Turkana,,,,,3.626331,35.309636,,0.8,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,698,UNHCR,Kenya,Turkana,,,,,3.70673,34.858299,,1.5,,Operational,,Acacia Water,,,,Fresh,,,,,
,699,Morangibuin,Kenya,Turkana,,,,,3.744763,34.928821,,0.03,,Operational,,Acacia Water,,,,Fresh,,,,,
,700,Napeililim,Kenya,Turkana,,,,,3.461867,35.37709,,0.6,,Operational,,Acacia Water,,,,Fresh,,,,,
,701,Napaiwapet,Kenya,Turkana,,,,,3.572579,35.278065,,0.5,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,702,Agis,Kenya,Turkana,,,,,3.134059,36.067252,,20.0,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,703,Losaajait,Kenya,Turkana,,,,,3.600332,35.324046,,0.9,,Operational,,Acacia Water,,,,Fresh,,,,,
,704,Lokichar BH,Kenya,Turkana,,,,,2.382657,35.654241,,0.0,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,705,Full Gospel BH,Kenya,Turkana,,,,,2.376722,35.65723,,0.6,,Operational,,Acacia Water,,,,Fresh,,,,,
,706,Kaitese,Kenya,Turkana,,,,,3.007638,35.435777,,1.2,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,707,Lorugum - AP LINE,Kenya,Turkana,,,,,2.885007,35.252795,,0.0,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,708,Nalemkais,Kenya,Turkana,,,,,2.359805,35.929133,,0.0,,Abandoned,,Acacia Water,,,,Saline,,,,,
,709,Namoruputh,Kenya,Turkana,,,,,2.844907,35.039204,,0.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,710,Loya,Kenya,Turkana,,,,,2.519656,34.971249,,1.02,,Operational,,Acacia Water,,,,Fresh,,,,,
,711,Kalapata,Kenya,Turkana,,,,,2.331503,35.83904,,0.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,712,Lorengipi,Kenya,Turkana,,,,,2.577881,34.986046,,0.0,,Non-operational,,Acacia Water,,,,Unknown,,,,,
,713,Lokiriama Bh,Kenya,Turkana,,,,,2.751511,34.873826,,0.72,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,714,Lobei,Kenya,Turkana,,,,,2.728954,35.089543,,0.0,,Non-operational,,Acacia Water,,,,Unknown,,,,,
,715,Loya Police Post,Kenya,Turkana,,,,,2.512202,34.979716,,0.0,,Non-operational,,Acacia Water,,,,Unknown,,,,,
,716,Kacheriaang'or Borehole,Kenya,Turkana,,,,,4.719449,35.66995,,0.0,,Under construction,,Acacia Water,,,,Fresh,,,,,
,717,Nakimonet Borehole,Kenya,Turkana,,,,,4.630466,35.399079,,1.8,,Operational,,Acacia Water,,,,Fresh,,,,,
,718,Lokungkung Borehole,Kenya,Turkana,,,,,4.305887,35.596786,,1.8,,Operational,,Acacia Water,,,,Fresh,,,,,
,719,Napak BH,Kenya,Turkana,,,,,4.864272,35.394869,,0.6,,Operational,,Acacia Water,,,,Fresh,,,,,
,720,Kaalem borehole,Kenya,Turkana,,,,,4.301914,35.598429,,2.4,,Operational,,Acacia Water,,,,Fresh,,,,,
,721,Lobur Borehole,Kenya,Turkana,,,,,4.716884,35.669652,,0.0,,Under construction,,Acacia Water,,,,Fresh,,,,,
,722,Karebur,Kenya,Turkana,,,,,4.443524,35.725784,,0.9,,Operational,,Acacia Water,,,,Fresh,,,,,
,723,Loitanit Borehole,Kenya,Turkana,,,,,4.789913,35.388634,,0.0,,Temporarily non-operational,,Acacia Water,,,,Fresh,,,,,
,724,Napeikar Borehole,Kenya,Turkana,,,,,4.751313,35.660704,,0.0,,Non-operational,,Acacia Water,,,,Fresh,,,,,
,725,Sasame BH,Kenya,Turkana,,,,,4.520082,35.747544,,0.6,,Operational,,Acacia Water,,,,Fresh,,,,,
,726,Koyasa borehore,Kenya,Turkana,,,,,4.973141,35.486374,,1.8,,Temporarily non-operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,727,Lochwa BH,Kenya,Turkana,,,,,2.60967,35.653807,,0.72,,Temporarily non-operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,728,Narewa,Kenya,Turkana,,,,,3.103162,35.619961,,0.9,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,729,Monti,Kenya,Turkana,,,,,3.181398,35.649215,,0.0,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,730,Nawoyatira BH,Kenya,Turkana,,,,,2.381984,35.647123,,0.0,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,731,Kekunyuk 2,Kenya,Turkana,,,,,2.930006,35.613811,,0.6,,Operational,,Acacia Water,,,,Fresh,,,,,
,732,Nakwamekwi Parish,Kenya,Turkana,,,,,3.112736,35.571237,,0.0,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,733,Kasuroi,Kenya,Turkana,,,,,2.477088,35.659098,,1.6,,Operational,,Acacia Water,,,,Fresh,,,,,
,734,Nakwamekwi,Kenya,Turkana,,,,,3.103516,35.549618,,0.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,735,Kimabur,Kenya,Turkana,,,,,2.815338,35.628506,,0.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,736,Nakabaran,Kenya,Turkana,,,,,3.121753,35.572284,,0.0,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,737,Lokaburu,Kenya,Turkana,,,,,2.400862,35.553128,,0.0,,Non-operational,,Acacia Water,,,,Fresh,,,,,
,738,Comboni Fathers Farm BH,Kenya,Turkana,,,,,3.10503,35.569636,,0.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,739,Nadapal,Kenya,Turkana,,,,,3.068934,35.512367,,0.0,,Non-operational,,Acacia Water,,,,Fresh,,,,,
,740,Kerio,Kenya,Turkana,,,,,3.006693,36.02973,,0.0,,Non-operational,,Acacia Water,,,,Unknown,,,,,
,741,Nakwamekwi Parish,Kenya,Turkana,,,,,3.114024,35.569379,,0.0,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,742,Nakaalei,Kenya,Turkana,,,,,2.531595,36.201814,,0.0,,Non-operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,743,R.C.E.A Lokichar,Kenya,Turkana,,,,,2.385219,35.647022,,0.0,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,744,Nakuran,Kenya,Turkana,,,,,3.132217,35.502797,,0.0,,Non-operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,745,Kangakipur,Kenya,Turkana,,,,,2.374287,36.009573,,0.64,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,746,Lorengelup,Kenya,Turkana,,,,,3.044515,35.940808,,0.72,,Operational,,Acacia Water,,,,Fresh,,,,,
,747,Nakamane,Kenya,Turkana,,,,,2.949819,35.418262,,0.9,,Operational,,Acacia Water,,,,Fresh,,,,,
,748,Nagis,Kenya,Turkana,,,,,3.038811,35.492176,,0.77,,Operational,,Acacia Water,,,,Fresh,,,,,
,749,Trir Bh,Kenya,Turkana,,,,,2.382459,35.653827,,0.0,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,750,Turkwel Parish borehole,Kenya,Turkana,,,,,2.906824,35.411985,,0.0,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,751,Kapus,Kenya,Turkana,,,,,3.166734,35.260644,,0.0,,Non-operational,,Acacia Water,,,,Unknown,,,,,
,752,Lokichar mixed BH,Kenya,Turkana,,,,,2.385553,35.651901,,0.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,753,Napeikar 2,Kenya,Turkana,,,,,3.000359,35.512721,,0.0,,Non-operational,,Acacia Water,,,,Unknown,,,,,
,754,Kapese bh,Kenya,Turkana,,,,,2.385463,35.661182,,1.16,,Operational,,Acacia Water,,,,Fresh,,,,,
,755,NAPEIKAR 1,Kenya,Turkana,,,,,3.014084,35.495068,,1.8,,Operational,,Acacia Water,,,,Fresh,,,,,
,756,Turkwel mission BH,Kenya,Turkana,,,,,2.906824,35.411985,,0.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,757,Lokichar check point BH,Kenya,Turkana,,,,,2.380751,35.644435,,6.7,,Operational,,Acacia Water,,,,Fresh,,,,,
,758,Turkwel irrigaion scheme,Kenya,Turkana,,,,,2.910501,35.412999,,0.0,,Temporarily non-operational,,Acacia Water,,,,Fresh,,,,,
,759,Wulukuthe,Kenya,Turkana,,,,,2.516786,35.261355,,0.0,,Non-operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,760,Lokichar girls BH,Kenya,Turkana,,,,,2.379036,35.652643,,0.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,761,Turkana Girls sec sch.,Kenya,Turkana,,,,,2.891441,35.263246,,6.0,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,762,Namoru,Kenya,Turkana,,,,,3.03443,35.459565,,0.9,,Operational,,Acacia Water,,,,Fresh,,,,,
,763,Nakapelewoi borehole,Kenya,Turkana,,,,,4.315458,35.430576,,0.85,,Temporarily non-operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,764,Kokuro II,Kenya,Turkana,,,,,4.664822,35.71192,,0.0,,Non-operational,,Acacia Water,,,,Fresh,,,,,
,765,Kangisechi,Kenya,Turkana,,,,,5.010636,35.580802,,0.0,,Temporarily non-operational,,Acacia Water,,,,Saline,,,,,
,766,Nalita,Kenya,Turkana,,,,,4.535614,35.428098,,0.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,767,Kopotia borehole,Kenya,Turkana,,,,,4.380635,35.496736,,1.02,,Operational,,Acacia Water,,,,Fresh,,,,,
,768,Kibish police post,Kenya,Turkana,,,,,5.282077,35.819893,,0.0,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,769,Lokindongo Borehole,Kenya,Turkana,,,,,4.429749,35.536512,,0.0,,Temporarily non-operational,,Acacia Water,,,,Fresh,,,,,
,770,Kaikor Water point,Kenya,Turkana,,,,,4.522531,35.421326,,1.2,,Operational,,Acacia Water,,,,Fresh,,,,,
,771,Across,Kenya,Turkana,,,,,4.208821,34.347772,,0.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,772,Natoo,Kenya,Turkana,,,,,4.211319,35.763827,,0.6,,Operational,,Acacia Water,,,,Fresh,,,,,
,773,Manalong'oria BH,Kenya,Turkana,,,,,4.312382,35.72133,,0.6,,Operational,,Acacia Water,,,,Fresh,,,,,
,774,Kaaleng water supply,Kenya,Turkana,,,,,4.369559,35.551579,,0.0,,Temporarily non-operational,,Acacia Water,,,,Fresh,,,,,
,775,Riokomor,Kenya,Turkana,,,,,4.110812,35.715157,,1.8,,Temporarily non-operational,,Acacia Water,,,,Fresh,,,,,
,776,Catholic Parish,Kenya,Turkana,,,,,4.269797,35.752783,,28.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,777,Lochoredome borehole,Kenya,Turkana,,,,,4.263998,35.670336,,0.0,,Non-operational,,Acacia Water,,,,Unknown,,,,,
,778,Lokitaung Borehole,Kenya,Turkana,,,,,4.266455,35.754851,,0.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,779,Kaeosin Borehole 3,Kenya,Turkana,,,,,4.477455,35.448141,,0.28,,Temporarily non-operational,,Acacia Water,,,,Fresh,,,,,
,780,Kaikor BH,Kenya,Turkana,,,,,4.522608,35.422633,,1.8,,Temporarily non-operational,,Acacia Water,,,,Fresh,,,,,
,781,Kachoda borehole,Kenya,Turkana,,,,,4.322916,35.671486,,0.9,,Operational,,Acacia Water,,,,Fresh,,,,,
,782,Emunyen BH,Kenya,Turkana,,,,,4.453764,35.360165,,0.0,,Under construction,,Acacia Water,,,,Unknown,,,,,
,783,Katiko II Borehole,Kenya,Turkana,,,,,3.7863,35.835599,,2.4,,Operational,,Acacia Water,,,,Fresh,,,,,
,784,Kaeosin BH,Kenya,Turkana,,,,,4.477536,35.410361,,0.0,,Abandoned,,Acacia Water,,,,Saline,,,,,
,785,Todonyang Brehole,Kenya,Turkana,,,,,4.454555,35.930624,,0.0,,Abandoned,,Acacia Water,,,,Saline,,,,,
,786,Kaeosin 2,Kenya,Turkana,,,,,4.47855,35.44239,,0.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,787,Katiko Borehole 1,Kenya,Turkana,,,,,3.790614,35.837358,,0.0,,Abandoned (dry),,Acacia Water,,,,Unknown,,,,,
,788,Kangaki Borehole,Kenya,Turkana,,,,,3.965915,35.843711,,1.8,,Abandoned (dry),,Acacia Water,,,,Saline,,,,,
,789,Nachukui Bh,Kenya,Turkana,,,,,4.066797,35.88008,,0.3,,Temporarily non-operational,,Acacia Water,,,,Saline,,,,,
,790,Kachoda,Kenya,Turkana,,,,,4.323384,35.669417,,2.9,,Operational,,Acacia Water,,,,Fresh,,,,,
,791,Lokituang Secondary borehole,Kenya,Turkana,,,,,4.27125,35.748207,,0.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,792,Nakabaran BH,Kenya,Turkana,,,,,4.27596,35.892148,,0.0,,Abandoned,,Acacia Water,,,,Saline,,,,,
,793,Lopiding Windmill,Kenya,Turkana,,,,,4.193996,34.390076,,0.0,,Temporarily non-operational,,Acacia Water,,,,Fresh,,,,,
,794,ICRC BH3,Kenya,Turkana,,,,,4.240892,34.38915,,1.6,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,795,NPA BH1,Kenya,Turkana,,,,,4.203005,34.368598,,0.0,,Non-operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,796,Well waters bh2,Kenya,Turkana,,,,,4.209721,34.350629,,29.2,,Operational,,Acacia Water,,,,Fresh,,,,,
,797,Well water bolehole,Kenya,Turkana,,,,,4.209712,34.350449,,28.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,798,ICRC BH1,Kenya,Turkana,,,,,4.197033,34.385748,,2.7,,Operational,,Acacia Water,,,,Fresh,,,,,
,799,Lopidingmoe,Kenya,Turkana,,,,,4.191817,34.394378,,1.24,,Operational,,Acacia Water,,,,Fresh,,,,,
,800,NPA BH2,Kenya,Turkana,,,,,4.203463,34.370752,,0.0,,Abandoned (dry),,Acacia Water,,,,Slightly saline (human ok),,,,,
,801,Kate camp borehole,Kenya,Turkana,,,,,4.204288,34.364583,,0.0,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,802,Napuslem,Kenya,Turkana,,,,,4.200254,34.385051,,0.8,,Temporarily non-operational,,Acacia Water,,,,Fresh,,,,,
,803,St. John Parish,Kenya,Turkana,,,,,4.208689,34.351204,,15.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,804,ACHA,Kenya,Turkana,,,,,4.205582,34.369341,,3.7,,Operational,,Acacia Water,,,,Fresh,,,,,
,805,ICRC-BH2,Kenya,Turkana,,,,,4.204494,34.381257,,0.97,,Operational,,Acacia Water,,,,Fresh,,,,,
,806,DOR (Diocese of Rumbek),Kenya,Turkana,,,,,4.210381,34.345252,,5.0,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,807,UNHCR- Transit Centre,Kenya,Turkana,,,,,4.205565,34.342424,,0.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,808,MERF - Middle East Relief Fund,Kenya,Turkana,,,,,4.206475,34.370703,,9.0,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,809,Loriemet,Kenya,Turkana,,,,,4.189991,34.399293,,0.0,,Non-operational,,Acacia Water,,,,Fresh,,,,,
,810,Nabilinga-Nanam,Kenya,Turkana,,,,,4.211058,34.558952,,0.6,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,811,KAY Bh,Kenya,Turkana,,,,,4.210044,34.37261,,3.3,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,812,Karioki,Kenya,Turkana,,,,,4.209094,34.341583,,1.4,,Operational,,Acacia Water,,,,Fresh,,,,,
,813,Allan,Kenya,Turkana,,,,,4.207845,34.367931,,2.5,,Operational,,Acacia Water,,,,Fresh,,,,,
,814,Napuslem-Nanam,Kenya,Turkana,,,,,4.209382,34.56493,,0.0,,Non-operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,815,Epol,Kenya,Turkana,,,,,4.206179,34.34338,,0.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,816,MSF- B,Kenya,Turkana,,,,,4.210526,34.370854,,2.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,817,748,Kenya,Turkana,,,,,4.204524,34.369096,,0.0,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,818,AFEX,Kenya,Turkana,,,,,4.208515,34.367563,,29.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,819,Maendeleo Women Group,Kenya,Turkana,,,,,4.203198,34.372328,,0.0,,Operational,,Acacia Water,,,,Slightly saline (human ok),,,,,
,820,Lomesekin,Kenya,Turkana,,,,,4.207963,34.352301,,0.13,,Operational,,Acacia Water,,,,Fresh,,,,,
,821,North Camp,Kenya,Turkana,,,,,4.207058,34.373407,,6.7,,Operational,,Acacia Water,,,,Fresh,,,,,
,822,Trackmack Loki-camp,Kenya,Turkana,,,,,4.209454,34.368519,,1.4,,Operational,,Acacia Water,,,,Fresh,,,,,
,823,Lotumamong 1,Kenya,Turkana,,,,,4.208671,34.324529,,0.0,,Temporarily non-operational,,Acacia Water,,,,Fresh,,,,,
,824,DOT- Diocese of Torit,Kenya,Turkana,,,,,4.211027,34.343298,,0.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,825,LocherEkaai Bh1,Kenya,Turkana,,,,,4.209454,34.358556,,0.0,,Operational,,Acacia Water,,,,Fresh,,,,,
,826,Natumamong BH2,Kenya,Turkana,,,,,4.207894,34.324186,,0.0,,Temporarily non-operational,,Acacia Water,,,,Fresh,,,,,
,827,Rapid response,Kenya,Turkana,,,,,4.236037,34.372737,,5.0,,Operational,,Acacia Water,,,,Fresh,,,,,
